User_ID,Trusted_Device_IDs,Home_Location,Typical_Transaction_Amount,Account_Open_Days_Ago,Lifetime_Transactions_Before_Window
1024,DEV-001670,Austin,147.39,404,9
1025,DEV-001671;DEV-001672,San Francisco,91.18,78,5
1026,DEV-001673;DEV-001674,Chicago,74.4,758,22
1027,DEV-001675;DEV-001676;DEV-001677,Chicago,12.29,70,5
1028,DEV-001678;DEV-001679;DEV-001680,Chicago,55.11,382,15
1029,DEV-001681;DEV-001682;DEV-001683,San Francisco,14.54,834,46
1030,DEV-001684;DEV-001685,Los Angeles,208.72,201,10
1031,DEV-001686;DEV-001687,Houston,65.71,915,19
1032,DEV-001688;DEV-001689,Austin,195.8,1476,44
1033,DEV-001690;DEV-001691,Houston,23.1,1701,99
1034,DEV-001692,Boston,46.68,269,10
1035,DEV-001693,Boston,189.62,1108,54
1036,DEV-001694,Chicago,108.59,647,22
1037,DEV-001695,Miami,126.06,1773,62
1038,DEV-001696;DEV-001697;DEV-001698,Chicago,243.38,747,25
1039,DEV-001699;DEV-001700,Chicago,184.84,751,43
1040,DEV-001701,Chicago,48.96,300,23
1041,DEV-001702;DEV-001703,San Francisco,12.29,877,30
1042,DEV-001704,Chicago,216.92,101,6
1043,DEV-001705,Boston,67.6,1994,99
1044,DEV-001706,Los Angeles,88.82,1595,54
1045,DEV-001707,Seattle,146.25,1612,94
1046,DEV-001708,Chicago,23.49,696,20
1047,DEV-001709,Austin,188.78,1375,48
1048,DEV-001710;DEV-001711,Miami,32.13,930,69
1049,DEV-001712,Chicago,48.07,1024,80
1050,DEV-001713;DEV-001714,Boston,99.61,559,30
1051,DEV-001715;DEV-001716,Austin,45.13,211,7
1052,DEV-001717;DEV-001718,Austin,121.12,1214,31
1053,DEV-001719;DEV-001720,Austin,18.44,329,24
1054,DEV-001721;DEV-001722,Chicago,195.13,503,39
1055,DEV-001723;DEV-001724,Chicago,23.5,772,51
1056,DEV-001725,Boston,33.33,1291,99
1057,DEV-001726;DEV-001727,Chicago,121.96,158,11
1058,DEV-001728;DEV-001729;DEV-001730,Austin,143.1,538,13
1059,DEV-001731;DEV-001732;DEV-001733,Boston,24.57,638,14
1060,DEV-001734,Boston,230.23,510,28
1061,DEV-001735;DEV-001736,Chicago,26.24,1178,57
1062,DEV-001737,San Francisco,112.14,1178,45
1063,DEV-001738;DEV-001739,Seattle,90.03,1283,54
1064,DEV-001740;DEV-001741,Seattle,162.5,1484,99
1065,DEV-001742;DEV-001743,Miami,238.26,1505,113
1066,DEV-001744,Seattle,195.56,241,12
1067,DEV-001745,Chicago,17.09,1230,43
1068,DEV-001746;DEV-001747,Los Angeles,25.62,1998,130
1069,DEV-001748;DEV-001749,Austin,84.51,1127,82
1070,DEV-001750,Los Angeles,36.17,54,4
1071,DEV-001751,New York,96.98,1459,84
1072,DEV-001752;DEV-001753,Seattle,140.59,1593,106
1073,DEV-001754;DEV-001755,Miami,88.92,1838,93
1074,DEV-001756,New York,22.1,872,53
1075,DEV-001757;DEV-001758,Los Angeles,186.54,1057,22
1076,DEV-001759;DEV-001760,Los Angeles,17.95,1379,73
1077,DEV-001761;DEV-001762,Boston,13.68,717,21
1078,DEV-001763,Boston,194.25,341,22
1079,DEV-001764,Austin,12.82,130,9
1080,DEV-001765;DEV-001766,Boston,21.1,1344,34
1081,DEV-001767,Austin,14.39,576,44
1082,DEV-001768,San Francisco,23.55,1851,131
1083,DEV-001769;DEV-001770,San Francisco,134.0,766,48
1084,DEV-001771,Boston,72.04,1793,133
1085,DEV-001772;DEV-001773,Chicago,108.52,750,41
1086,DEV-001774;DEV-001775;DEV-001776,Chicago,18.09,860,31
1087,DEV-001777;DEV-001778,Los Angeles,17.22,1910,93
1088,DEV-001779;DEV-001780,Seattle,52.4,94,3
1089,DEV-001781,Austin,89.67,1741,49
1090,DEV-001782;DEV-001783;DEV-001784,Miami,22.14,277,14
1091,DEV-001785,Los Angeles,31.92,60,2
1092,DEV-001786;DEV-001787,Austin,151.64,781,50
1093,DEV-001788;DEV-001789;DEV-001790,Los Angeles,148.61,1517,91
1094,DEV-001791;DEV-001792;DEV-001793,Los Angeles,236.27,1630,117
1095,DEV-001794,San Francisco,160.98,1151,59
1096,DEV-001795;DEV-001796,Boston,155.21,367,25
1097,DEV-001797;DEV-001798;DEV-001799,Seattle,80.16,1396,99
1098,DEV-001800;DEV-001801,Los Angeles,201.07,1295,46
1099,DEV-001802;DEV-001803,Houston,24.43,306,20
1100,DEV-001804,Boston,116.72,171,8
1101,DEV-001805;DEV-001806;DEV-001807,Chicago,140.5,1137,70
1102,DEV-001808;DEV-001809;DEV-001810,New York,24.27,1884,86
1103,DEV-001811;DEV-001812;DEV-001813,Seattle,22.92,172,6
1104,DEV-001814,Austin,29.61,1315,57
1105,DEV-001815;DEV-001816,Miami,108.74,1432,90
1106,DEV-001817,Boston,35.85,816,58
1107,DEV-001818,Boston,39.75,322,12
1108,DEV-001819,New York,17.42,618,28
1109,DEV-001820;DEV-001821;DEV-001822,Chicago,35.08,406,31
1110,DEV-001823;DEV-001824;DEV-001825,Houston,19.09,713,30
1111,DEV-001826;DEV-001827;DEV-001828,Austin,54.45,279,12
1112,DEV-001829;DEV-001830;DEV-001831,Boston,43.88,1035,61
1113,DEV-001832;DEV-001833;DEV-001834,Seattle,67.91,292,20
1114,DEV-001835;DEV-001836,Chicago,84.54,1858,63
1115,DEV-001837,San Francisco,21.84,1380,56
1116,DEV-001838;DEV-001839;DEV-001840,Seattle,61.25,202,16
1117,DEV-001841,Houston,115.61,300,14
1118,DEV-001842;DEV-001843;DEV-001844,San Francisco,72.78,1977,121
1119,DEV-001845,Houston,19.87,637,30
1120,DEV-001846;DEV-001847;DEV-001848,San Francisco,86.06,1248,76
1121,DEV-001849,Chicago,61.42,986,22
1122,DEV-001850,Chicago,195.33,753,41
1123,DEV-001851,Chicago,153.16,573,43
1124,DEV-001852;DEV-001853;DEV-001854,Miami,16.68,1913,70
1125,DEV-001855;DEV-001856,Miami,111.22,231,11
1126,DEV-001857,Austin,58.44,675,23
1127,DEV-001858;DEV-001859;DEV-001860,Chicago,110.31,144,6
1128,DEV-001861,Miami,22.48,1054,39
1129,DEV-001862,New York,46.3,625,31
1130,DEV-001863;DEV-001864,Austin,35.02,1424,29
1131,DEV-001865;DEV-001866,Austin,137.73,1511,93
1132,DEV-001867;DEV-001868,Chicago,217.79,659,13
1133,DEV-001869,Austin,67.99,1546,37
1134,DEV-001870;DEV-001871,New York,19.07,351,15
1135,DEV-001872;DEV-001873,San Francisco,64.97,344,20
1136,DEV-001874,Austin,50.21,962,72
1137,DEV-001875,New York,39.65,141,3
1138,DEV-001876,Seattle,76.24,1898,89
1139,DEV-001877,Miami,131.55,163,4
1140,DEV-001878,Seattle,12.41,908,70
1141,DEV-001879;DEV-001880,Los Angeles,194.3,1071,25
1142,DEV-001881;DEV-001882,Chicago,94.05,1594,46
1143,DEV-001883,Seattle,30.74,428,12
1144,DEV-001884,San Francisco,35.49,760,46
1145,DEV-001885;DEV-001886,Los Angeles,25.0,1071,47
1146,DEV-001887;DEV-001888,Seattle,94.9,1302,89
1147,DEV-001889,San Francisco,35.47,1879,95
1148,DEV-001890;DEV-001891,Houston,175.21,62,1
1149,DEV-001892,New York,59.97,1140,59
1150,DEV-001893,Austin,29.74,1758,137
1151,DEV-001894;DEV-001895;DEV-001896,Miami,113.93,612,32
1152,DEV-001897,New York,196.11,1138,66
1153,DEV-001898;DEV-001899;DEV-001900,Austin,17.15,666,29
1154,DEV-001901;DEV-001902,Miami,49.6,1952,136
1155,DEV-001903;DEV-001904,Seattle,21.88,566,14
1156,DEV-001905,Seattle,17.53,169,5
1157,DEV-001906;DEV-001907;DEV-001908,Boston,118.22,1497,46
1158,DEV-001909,Seattle,227.3,325,18
1159,DEV-001910;DEV-001911,San Francisco,38.07,1982,47
1160,DEV-001912,Boston,12.35,1598,91
1161,DEV-001913;DEV-001914,Seattle,60.72,541,36
1162,DEV-001915,Chicago,52.45,401,27
1163,DEV-001916,Boston,68.4,275,13
1164,DEV-001917;DEV-001918;DEV-001919,Seattle,61.12,354,23
1165,DEV-001920;DEV-001921;DEV-001922,Austin,119.11,1308,51
1166,DEV-001923;DEV-001924;DEV-001925,Seattle,21.74,325,20
1167,DEV-001926,San Francisco,76.22,1173,52
1168,DEV-001927,Los Angeles,19.66,938,48
1169,DEV-001928;DEV-001929,Miami,19.16,323,11
1170,DEV-001930;DEV-001931;DEV-001932,Los Angeles,30.46,1858,111
1171,DEV-001933,Seattle,126.25,862,42
1172,DEV-001934;DEV-001935;DEV-001936,Miami,23.3,910,57
1173,DEV-001937,Miami,18.68,873,55
1174,DEV-001938;DEV-001939,Houston,25.4,1227,46
1175,DEV-001940,Houston,117.45,1850,99
1176,DEV-001941;DEV-001942,Chicago,49.95,489,23
1177,DEV-001943,Chicago,16.73,997,69
1178,DEV-001944;DEV-001945,Boston,130.78,1382,72
1179,DEV-001946;DEV-001947;DEV-001948,New York,53.1,714,40
1180,DEV-001949;DEV-001950,Houston,56.24,940,71
1181,DEV-001951,Los Angeles,113.35,1857,128
1182,DEV-001952,Boston,47.48,194,13
1183,DEV-001953;DEV-001954;DEV-001955,Chicago,95.25,1300,97
1184,DEV-001956;DEV-001957,Boston,51.42,1453,40
1185,DEV-001958;DEV-001959,San Francisco,31.66,1496,76
1186,DEV-001960;DEV-001961;DEV-001962,Miami,31.97,262,14
1187,DEV-001963,Chicago,101.39,938,20
1188,DEV-001964;DEV-001965;DEV-001966,Seattle,82.39,917,29
1189,DEV-001967,San Francisco,63.23,1009,58
1190,DEV-001968;DEV-001969,Boston,41.48,1747,83
1191,DEV-001970;DEV-001971;DEV-001972,New York,54.23,1977,92
1192,DEV-001973,Boston,144.84,1481,66
1193,DEV-001974;DEV-001975,Austin,20.23,1616,75
1194,DEV-001976;DEV-001977;DEV-001978,Boston,157.1,463,14
1195,DEV-001979;DEV-001980,Miami,239.91,819,53
1196,DEV-001981;DEV-001982,Chicago,35.54,254,9
1197,DEV-001983;DEV-001984,New York,159.42,164,7
1198,DEV-001985;DEV-001986,New York,34.53,1376,88
1199,DEV-001987,New York,30.97,485,21
1200,DEV-001988;DEV-001989,New York,15.5,127,6
1201,DEV-001990,New York,126.73,832,23
1202,DEV-001991;DEV-001992,New York,80.32,1461,115
1203,DEV-001993,Miami,18.41,1719,53
1204,DEV-001994,Boston,25.89,1407,74
1205,DEV-001995,Seattle,128.14,1974,137
1206,DEV-001996,New York,130.06,89,4
1207,DEV-001997;DEV-001998,Chicago,15.93,1318,105
1208,DEV-001999,Chicago,28.39,1849,73
1209,DEV-002000,San Francisco,140.07,1293,58
1210,DEV-002001;DEV-002002,Los Angeles,30.86,1547,109
1211,DEV-002003,Seattle,50.27,212,12
1212,DEV-002004;DEV-002005;DEV-002006,Miami,19.73,1917,128
1213,DEV-002007;DEV-002008,Miami,17.59,602,24
1214,DEV-002009,Chicago,175.21,1915,123
1215,DEV-002010,Miami,21.28,1515,42
1216,DEV-002011,Austin,221.56,1417,98
1217,DEV-002012,Houston,57.46,614,37
1218,DEV-002013,Chicago,50.54,201,7
1219,DEV-002014;DEV-002015,Seattle,34.22,197,14
1220,DEV-002016,Chicago,14.57,1096,32
1221,DEV-002017,Chicago,14.46,1771,126
1222,DEV-002018,Los Angeles,70.35,1991,133
1223,DEV-002019;DEV-002020,Miami,49.09,1537,103
1224,DEV-002021;DEV-002022,Houston,37.72,1675,45
1225,DEV-002023;DEV-002024;DEV-002025,Austin,32.3,478,18
1226,DEV-002026,New York,29.83,1139,87
1227,DEV-002027,Los Angeles,71.12,737,17
1228,DEV-002028;DEV-002029;DEV-002030,Chicago,72.61,1109,84
1229,DEV-002031,Los Angeles,22.62,812,62
1230,DEV-002032;DEV-002033,Los Angeles,158.53,1267,94
1231,DEV-002034;DEV-002035,New York,34.48,1234,34
1232,DEV-002036,Boston,31.16,103,4
1233,DEV-002037,Boston,21.05,152,5
1234,DEV-002038;DEV-002039;DEV-002040,Miami,31.67,1449,96
1235,DEV-002041;DEV-002042,Houston,31.38,766,43
1236,DEV-002043,San Francisco,29.92,1569,126
1237,DEV-002044,Austin,62.54,1629,110
1238,DEV-002045;DEV-002046;DEV-002047,Austin,44.26,1590,45
1239,DEV-002048,Austin,59.81,1142,36
1240,DEV-002049;DEV-002050,Seattle,15.49,1217,45
1241,DEV-002051,Miami,20.42,1089,38
1242,DEV-002052,New York,129.56,1733,124
1243,DEV-002053,Boston,21.82,1841,145
1244,DEV-002054,Chicago,19.71,936,22
1245,DEV-002055,Houston,40.48,52,2
1246,DEV-002056,Miami,20.5,1355,86
1247,DEV-002057,San Francisco,220.3,182,7
1248,DEV-002058,Miami,211.25,1734,84
1249,DEV-002059;DEV-002060,San Francisco,149.56,626,18
1250,DEV-002061,Chicago,23.5,840,67
1251,DEV-002062;DEV-002063,New York,28.29,248,12
1252,DEV-002064;DEV-002065,Los Angeles,31.94,1742,102
1253,DEV-002066,Houston,23.72,510,34
1254,DEV-002067,Houston,179.16,299,12
1255,DEV-002068;DEV-002069;DEV-002070,Chicago,68.76,403,14
1256,DEV-002071;DEV-002072,Miami,27.14,172,14
1257,DEV-002073,Chicago,43.03,1979,117
1258,DEV-002074;DEV-002075,Los Angeles,67.89,1232,96
1259,DEV-002076;DEV-002077,Chicago,18.49,1608,47
1260,DEV-002078;DEV-002079,New York,50.59,1442,94
1261,DEV-002080;DEV-002081,Miami,111.34,1992,121
1262,DEV-002082,Los Angeles,215.49,967,23
1263,DEV-002083;DEV-002084,Seattle,26.45,777,23
1264,DEV-002085,Miami,107.13,673,48
1265,DEV-002086;DEV-002087,Houston,171.99,835,17
1266,DEV-002088;DEV-002089;DEV-002090,New York,57.56,79,2
1267,DEV-002091;DEV-002092,Miami,18.95,1571,76
1268,DEV-002093,Boston,160.09,277,14
1269,DEV-002094;DEV-002095,Houston,27.33,1751,39
1270,DEV-002096;DEV-002097,Seattle,23.22,1406,74
1271,DEV-002098;DEV-002099,New York,18.09,1887,40
1272,DEV-002100,Miami,130.23,940,63
1273,DEV-002101;DEV-002102,Boston,41.82,1346,100
1274,DEV-002103;DEV-002104,Chicago,115.06,585,19
1275,DEV-002105;DEV-002106,Boston,76.01,216,9
1276,DEV-002107;DEV-002108,Miami,47.13,269,7
1277,DEV-002109,Los Angeles,74.39,1655,93
1278,DEV-002110,San Francisco,214.81,1575,90
1279,DEV-002111,Austin,49.91,1033,28
1280,DEV-002112,New York,57.73,1100,76
1281,DEV-002113;DEV-002114,Seattle,40.73,1506,47
1282,DEV-002115;DEV-002116,New York,30.84,1860,110
1283,DEV-002117;DEV-002118,San Francisco,54.0,853,53
1284,DEV-002119,Austin,52.08,215,9
1285,DEV-002120,Miami,115.51,523,24
1286,DEV-002121,New York,228.69,1141,88
1287,DEV-002122,San Francisco,65.04,588,47
1288,DEV-002123;DEV-002124;DEV-002125,New York,14.18,820,48
1289,DEV-002126,San Francisco,136.02,722,42
1290,DEV-002127;DEV-002128,Austin,61.65,612,40
1291,DEV-002129;DEV-002130,Miami,29.96,799,44
1292,DEV-002131,New York,229.78,40,3
1293,DEV-002132;DEV-002133,Austin,27.86,879,67
1294,DEV-002134;DEV-002135,Miami,93.16,357,18
1295,DEV-002136,Miami,115.83,496,21
1296,DEV-002137,Seattle,100.42,1705,112
1297,DEV-002138,Los Angeles,185.04,1381,87
1298,DEV-002139,Houston,150.24,1709,66
1299,DEV-002140,Seattle,19.57,378,20
1300,DEV-002141;DEV-002142;DEV-002143,Houston,138.93,1675,40
1301,DEV-002144,San Francisco,105.12,1993,155
1302,DEV-002145,Chicago,17.64,186,13
1303,DEV-002146,Miami,162.56,180,12
1304,DEV-002147,Los Angeles,93.52,443,33
1305,DEV-002148,Seattle,30.65,871,30
1306,DEV-002149;DEV-002150,Austin,82.41,1607,60
1307,DEV-002151;DEV-002152;DEV-002153,New York,123.47,270,9
1308,DEV-002154,Boston,52.8,1974,53
1309,DEV-002155,Chicago,32.02,1452,41
1310,DEV-002156,Seattle,86.07,1937,96
1311,DEV-002157,Los Angeles,218.02,136,6
1312,DEV-002158,New York,189.52,1648,61
1313,DEV-002159,Chicago,124.01,664,32
1314,DEV-002160,Houston,108.89,1831,95
1315,DEV-002161;DEV-002162,Houston,108.18,1929,62
1316,DEV-002163,Chicago,12.7,1671,91
1317,DEV-002164;DEV-002165,Los Angeles,16.67,1372,74
1318,DEV-002166,Seattle,139.99,70,3
1319,DEV-002167,Chicago,16.49,1215,59
1320,DEV-002168,Chicago,95.12,1491,38
1321,DEV-002169;DEV-002170,Miami,14.77,519,12
1322,DEV-002171;DEV-002172,Houston,68.48,459,15
1323,DEV-002173,Los Angeles,172.57,1002,55
1324,DEV-002174,New York,16.39,266,12
1325,DEV-002175;DEV-002176,Boston,27.77,1081,43
1326,DEV-002177;DEV-002178,Houston,26.58,33,1
1327,DEV-002179,Seattle,142.84,977,43
1328,DEV-002180;DEV-002181;DEV-002182,Los Angeles,13.35,137,9
1329,DEV-002183;DEV-002184,Chicago,151.73,557,21
1330,DEV-002185;DEV-002186,New York,67.97,42,2
1331,DEV-002187;DEV-002188,Los Angeles,223.26,1585,35
1332,DEV-002189,Miami,50.07,1574,62
1333,DEV-002190,Austin,58.32,931,42
1334,DEV-002191;DEV-002192,Austin,37.72,1495,88
1335,DEV-002193,Seattle,16.07,625,49
1336,DEV-002194,New York,200.47,814,45
1337,DEV-002195;DEV-002196,Seattle,144.28,344,15
1338,DEV-002197,Boston,54.01,119,5
1339,DEV-002198,New York,64.94,346,19
1340,DEV-002199,New York,95.18,470,19
1341,DEV-002200;DEV-002201,Austin,58.5,1030,38
1342,DEV-002202;DEV-002203,Chicago,23.53,1702,91
1343,DEV-002204,New York,25.22,1793,107
1344,DEV-002205;DEV-002206,Los Angeles,16.45,248,12
1345,DEV-002207;DEV-002208,Houston,36.71,573,22
1346,DEV-002209,New York,22.1,1998,49
1347,DEV-002210;DEV-002211,Los Angeles,82.8,1590,82
1348,DEV-002212;DEV-002213;DEV-002214,Chicago,76.67,1147,81
1349,DEV-002215;DEV-002216;DEV-002217,New York,18.36,677,36
1350,DEV-002218,Seattle,79.88,400,25
1351,DEV-002219,Seattle,62.45,1618,97
1352,DEV-002220,San Francisco,41.0,733,21
1353,DEV-002221,Los Angeles,97.71,497,24
1354,DEV-002222,Boston,218.16,532,28
1355,DEV-002223;DEV-002224,San Francisco,12.24,150,12
1356,DEV-002225,New York,15.14,815,54
1357,DEV-002226;DEV-002227,Houston,13.21,1044,51
1358,DEV-002228,Los Angeles,52.92,1260,64
1359,DEV-002229;DEV-002230,San Francisco,29.84,121,4
1360,DEV-002231,Houston,168.18,1587,52
1361,DEV-002232;DEV-002233,Los Angeles,19.04,1450,37
1362,DEV-002234,Los Angeles,45.72,138,3
1363,DEV-002235;DEV-002236,San Francisco,25.8,471,12
1364,DEV-002237;DEV-002238,Miami,150.93,675,52
1365,DEV-002239,Boston,13.46,1324,85
1366,DEV-002240;DEV-002241;DEV-002242,San Francisco,31.35,1600,66
1367,DEV-002243,Houston,13.63,975,65
1368,DEV-002244,San Francisco,118.45,284,10
1369,DEV-002245,Houston,33.33,1404,50
1370,DEV-002246,Boston,44.18,908,46
1371,DEV-002247;DEV-002248,San Francisco,33.24,261,19
1372,DEV-002249,Boston,42.5,918,51
1373,DEV-002250,Los Angeles,33.59,1015,78
1374,DEV-002251;DEV-002252,Houston,16.61,524,42
1375,DEV-002253;DEV-002254,New York,42.05,491,26
1376,DEV-002255;DEV-002256,Los Angeles,97.9,1668,44
1377,DEV-002257;DEV-002258,Boston,109.48,1259,39
1378,DEV-002259,Chicago,39.09,124,7
1379,DEV-002260,Boston,142.88,268,10
1380,DEV-002261;DEV-002262;DEV-002263,San Francisco,13.44,1506,78
1381,DEV-002264,Los Angeles,27.56,312,8
1382,DEV-002265,San Francisco,163.19,812,43
1383,DEV-002266,New York,155.28,1832,39
1384,DEV-002267;DEV-002268;DEV-002269,Austin,178.74,1880,146
1385,DEV-002270,San Francisco,22.56,1077,76
1386,DEV-002271;DEV-002272,Miami,90.65,602,29
1387,DEV-002273,Los Angeles,223.47,425,24
1388,DEV-002274,San Francisco,87.61,1744,102
1389,DEV-002275,Boston,73.0,1405,61
1390,DEV-002276,Seattle,28.47,556,41
1391,DEV-002277;DEV-002278,San Francisco,71.7,1262,26
1392,DEV-002279,Miami,19.46,893,52
1393,DEV-002280,Los Angeles,12.37,58,3
1394,DEV-002281,New York,91.56,102,3
1395,DEV-002282,Los Angeles,18.7,509,26
1396,DEV-002283;DEV-002284;DEV-002285,Los Angeles,37.3,347,26
1397,DEV-002286;DEV-002287,Boston,29.01,1590,46
1398,DEV-002288,San Francisco,78.74,1765,57
1399,DEV-002289;DEV-002290,New York,20.61,1322,83
1400,DEV-002291,San Francisco,90.28,404,14
1401,DEV-002292;DEV-002293,Houston,98.85,463,22
1402,DEV-002294;DEV-002295,Boston,14.88,697,42
1403,DEV-002296,Austin,14.99,308,15
1404,DEV-002297,Houston,48.4,106,4
1405,DEV-002298,New York,121.56,300,20
1406,DEV-002299;DEV-002300;DEV-002301,New York,19.82,679,15
1407,DEV-002302,Chicago,58.91,162,12
1408,DEV-002303;DEV-002304,San Francisco,41.34,1777,133
1409,DEV-002305,Seattle,116.11,1746,91
1410,DEV-002306;DEV-002307;DEV-002308,Miami,15.71,340,8
1411,DEV-002309,Seattle,35.22,1293,57
1412,DEV-002310,Miami,49.23,1802,119
1413,DEV-002311;DEV-002312,San Francisco,90.94,1650,77
1414,DEV-002313,Miami,62.95,861,42
1415,DEV-002314,Boston,22.5,1520,101
1416,DEV-002315;DEV-002316;DEV-002317,New York,13.74,982,52
1417,DEV-002318;DEV-002319,Boston,76.54,1630,82
1418,DEV-002320;DEV-002321,San Francisco,126.07,281,9
1419,DEV-002322,Miami,21.1,50,3
1420,DEV-002323,Boston,19.67,550,38
1421,DEV-002324;DEV-002325,Chicago,141.92,1059,35
1422,DEV-002326;DEV-002327,San Francisco,18.05,1046,29
1423,DEV-002328,Houston,187.19,1906,43
1424,DEV-002329;DEV-002330,Los Angeles,21.74,1470,67
1425,DEV-002331;DEV-002332,Boston,22.23,296,17
1426,DEV-002333;DEV-002334;DEV-002335,Boston,13.05,905,46
1427,DEV-002336,Boston,169.04,1137,91
1428,DEV-002337,Seattle,14.15,754,35
1429,DEV-002338,New York,23.34,1056,81
1430,DEV-002339,Los Angeles,148.55,1230,81
1431,DEV-002340,Austin,199.18,526,23
1432,DEV-002341;DEV-002342,Miami,100.0,1780,123
1433,DEV-002343,Los Angeles,89.3,67,3
1434,DEV-002344,Miami,101.17,164,9
1435,DEV-002345;DEV-002346,San Francisco,94.06,1768,115
1436,DEV-002347,Chicago,51.26,1909,79
1437,DEV-002348;DEV-002349,Miami,141.82,34,1
1438,DEV-002350;DEV-002351,Houston,18.55,187,13
1439,DEV-002352;DEV-002353,Houston,52.8,1835,70
1440,DEV-002354,Miami,16.86,144,5
1441,DEV-002355,New York,12.84,1822,97
1442,DEV-002356,Houston,25.32,35,1
1443,DEV-002357;DEV-002358,San Francisco,40.08,1771,57
1444,DEV-002359;DEV-002360,Houston,55.86,753,59
1445,DEV-002361,Houston,93.35,42,1
1446,DEV-002362,Austin,33.09,768,47
1447,DEV-002363;DEV-002364,New York,31.78,460,19
1448,DEV-002365,Boston,153.71,419,16
1449,DEV-002366,San Francisco,107.92,1139,45
1450,DEV-002367,New York,78.64,1856,99
1451,DEV-002368;DEV-002369,Austin,14.88,1639,51
1452,DEV-002370;DEV-002371,Los Angeles,92.11,702,31
1453,DEV-002372;DEV-002373,Seattle,85.02,594,45
1454,DEV-002374,Boston,62.44,1898,45
1455,DEV-002375;DEV-002376,New York,67.33,1534,71
1456,DEV-002377,Miami,29.2,1096,42
1457,DEV-002378,New York,63.25,1838,143
1458,DEV-002379;DEV-002380,San Francisco,212.77,1666,78
1459,DEV-002381,New York,12.34,87,2
1460,DEV-002382;DEV-002383,San Francisco,16.53,1098,71
1461,DEV-002384,Seattle,19.06,435,14
1462,DEV-002385;DEV-002386,Chicago,183.84,765,37
1463,DEV-002387;DEV-002388,Houston,39.37,1198,61
1464,DEV-002389;DEV-002390;DEV-002391,Seattle,196.85,270,21
1465,DEV-002392;DEV-002393;DEV-002394,Los Angeles,19.35,817,46
1466,DEV-002395;DEV-002396;DEV-002397,Seattle,163.95,1455,87
1467,DEV-002398,Los Angeles,28.25,503,30
1468,DEV-002399;DEV-002400;DEV-002401,Chicago,33.29,779,23
1469,DEV-002402;DEV-002403;DEV-002404,Los Angeles,115.79,1410,90
1470,DEV-002405,Chicago,173.25,1587,110
1471,DEV-002406,Seattle,29.3,419,27
1472,DEV-002407,Seattle,117.61,905,21
1473,DEV-002408,Seattle,147.14,1586,100
1474,DEV-002409,Chicago,12.71,701,38
1475,DEV-002410;DEV-002411,Austin,18.7,1221,26
1476,DEV-002412,Houston,54.94,1547,105
1477,DEV-002413,San Francisco,25.51,1412,88
1478,DEV-002414,San Francisco,58.21,171,10
1479,DEV-002415;DEV-002416,New York,41.43,525,40
1480,DEV-002417;DEV-002418;DEV-002419,Chicago,19.5,1658,64
1481,DEV-002420,Miami,12.22,1681,90
1482,DEV-002421,Boston,112.98,1073,27
1483,DEV-002422,New York,24.86,1557,79
1484,DEV-002423;DEV-002424,Los Angeles,146.98,625,21
1485,DEV-002425,Austin,87.58,411,15
1486,DEV-002426;DEV-002427,San Francisco,85.25,659,48
1487,DEV-002428;DEV-002429,New York,221.31,771,38
1488,DEV-002430,New York,59.58,666,46
1489,DEV-002431,San Francisco,73.71,668,39
1490,DEV-002432;DEV-002433,Boston,194.61,675,37
1491,DEV-002434,Los Angeles,95.79,1320,32
1492,DEV-002435;DEV-002436,Boston,126.14,1956,57
1493,DEV-002437;DEV-002438,Austin,228.35,855,56
1494,DEV-002439;DEV-002440;DEV-002441,Chicago,126.27,713,20
1495,DEV-002442,San Francisco,15.58,1594,100
1496,DEV-002443;DEV-002444,Austin,76.59,1821,117
1497,DEV-002445;DEV-002446,Boston,130.53,1866,135
1498,DEV-002447;DEV-002448;DEV-002449,Chicago,72.9,1056,31
1499,DEV-002450,San Francisco,68.16,130,6
1500,DEV-002451;DEV-002452,Chicago,17.2,1133,49
1501,DEV-002453,New York,25.23,1652,67
1502,DEV-002454,San Francisco,19.29,231,14
1503,DEV-002455;DEV-002456,Houston,147.85,111,7
1504,DEV-002457,Austin,25.92,488,20
1505,DEV-002458;DEV-002459,Seattle,171.71,96,2
1506,DEV-002460;DEV-002461,Austin,14.78,405,26
1507,DEV-002462,Houston,18.13,1339,55
1508,DEV-002463;DEV-002464,San Francisco,85.32,1866,89
1509,DEV-002465;DEV-002466;DEV-002467,Boston,87.54,1353,89
1510,DEV-002468,Seattle,30.97,617,42
1511,DEV-002469;DEV-002470;DEV-002471,New York,81.66,203,14
1512,DEV-002472;DEV-002473,Los Angeles,75.68,1073,31
1513,DEV-002474,Los Angeles,22.3,601,39
1514,DEV-002475,Seattle,139.18,1658,131
1515,DEV-002476;DEV-002477,Austin,137.12,405,29
1516,DEV-002478;DEV-002479,Miami,17.7,1288,51
1517,DEV-002480;DEV-002481,Boston,46.99,1099,59
1518,DEV-002482;DEV-002483;DEV-002484,San Francisco,33.45,1832,137
1519,DEV-002485;DEV-002486,Houston,97.8,697,52
1520,DEV-002487;DEV-002488;DEV-002489,Chicago,132.45,457,25
1521,DEV-002490,Austin,32.17,480,27
1522,DEV-002491,Austin,164.76,577,17
1523,DEV-002492,San Francisco,221.52,846,17
1524,DEV-002493;DEV-002494;DEV-002495,Los Angeles,26.08,765,32
1525,DEV-002496;DEV-002497,San Francisco,50.92,307,24
1526,DEV-002498,Los Angeles,206.36,835,25
