Device_ID,Is_Jailbroken,Device_Threat_Rating
DEV-002084,False,Low
DEV-002085,False,Low
DEV-002086,False,Low
DEV-002087,False,Low
DEV-002088,False,Low
DEV-002089,False,Low
DEV-002090,False,Low
DEV-002091,False,Low
DEV-002092,False,Low
DEV-002093,False,Low
DEV-002094,False,Low
DEV-002095,False,Low
DEV-002096,False,Low
DEV-002097,False,Low
DEV-002098,False,Low
DEV-002099,False,Low
DEV-002100,False,Low
DEV-002101,False,Low
DEV-002102,False,Low
DEV-002103,False,Low
DEV-002104,False,Low
DEV-002105,False,Low
DEV-002106,False,Medium
DEV-002107,False,Low
DEV-002108,False,Low
DEV-002109,False,Low
DEV-002110,False,Low
DEV-002111,False,Low
DEV-002112,False,Low
DEV-002113,False,Low
DEV-002114,False,Low
DEV-002115,False,Low
DEV-002116,False,Low
DEV-002117,False,Low
DEV-002118,False,Low
DEV-002119,False,Low
DEV-002120,False,Low
DEV-002121,False,Low
DEV-002122,False,Low
DEV-002123,False,Low
DEV-002124,False,Low
DEV-002125,False,Medium
DEV-002126,False,Low
DEV-002127,False,Low
DEV-002128,False,Low
DEV-002129,False,Low
DEV-002130,False,Low
DEV-002131,False,Low
DEV-002132,False,Low
DEV-002133,False,Low
DEV-002134,False,Low
DEV-002135,False,Medium
DEV-002136,False,Low
DEV-002137,False,Medium
DEV-002138,False,Low
DEV-002139,False,Low
DEV-002140,False,Low
DEV-002141,False,Low
DEV-002142,False,Low
DEV-002143,False,Low
DEV-002144,False,Low
DEV-002145,False,Low
DEV-002146,False,Low
DEV-002147,True,Medium
DEV-002148,False,Low
DEV-002149,False,Low
DEV-002150,False,Low
DEV-002151,False,Low
DEV-002152,False,Low
DEV-002153,False,Low
DEV-002154,False,Low
DEV-002155,False,Low
DEV-002156,False,Low
DEV-002157,False,Low
DEV-002158,False,Low
DEV-002159,False,Low
DEV-002160,False,Low
DEV-002161,False,Low
DEV-002162,False,Low
DEV-002163,False,Low
DEV-002164,False,Low
DEV-002165,False,Low
DEV-002166,False,Low
DEV-002167,False,Low
DEV-002168,False,Low
DEV-002169,False,Low
DEV-002170,False,Low
DEV-002171,False,Medium
DEV-002172,False,Low
DEV-002173,False,Low
DEV-002174,False,Low
DEV-002175,False,Low
DEV-002176,False,Low
DEV-002177,False,Low
DEV-002178,False,Low
DEV-002179,False,Low
DEV-002180,False,Low
DEV-002181,False,Low
DEV-002182,False,Low
DEV-002183,False,Low
DEV-002184,False,Low
DEV-002185,False,Low
DEV-002186,False,Low
DEV-002187,False,Low
DEV-002188,False,Low
DEV-002189,False,Low
DEV-002190,False,Medium
DEV-002191,False,Low
DEV-002192,False,Low
DEV-002193,False,Low
DEV-002194,False,Low
DEV-002195,False,Low
DEV-002196,False,Low
DEV-002197,False,Low
DEV-002198,False,Low
DEV-002199,False,Low
DEV-002200,True,High
DEV-002201,False,Low
DEV-002202,False,Low
DEV-002203,False,Medium
DEV-002204,False,Medium
DEV-002205,False,Low
DEV-002206,True,High
DEV-002207,False,Low
DEV-002208,False,Low
DEV-002209,False,Low
DEV-002210,True,High
DEV-002211,False,Low
DEV-002212,False,Medium
DEV-002213,False,Low
DEV-002214,False,Medium
DEV-002215,False,Low
DEV-002216,False,Low
DEV-002217,False,Low
DEV-002218,False,Low
DEV-002219,False,Low
DEV-002220,False,Low
DEV-002221,False,Low
DEV-002222,False,Low
DEV-002223,False,Low
DEV-002224,False,Low
DEV-002225,False,Low
DEV-002226,False,Low
DEV-002227,False,Low
DEV-002228,False,Low
DEV-002229,False,Low
DEV-002230,False,Low
DEV-002231,False,Medium
DEV-002232,False,Low
DEV-002233,False,Low
DEV-002234,False,Low
DEV-002235,False,Low
DEV-002236,False,Low
DEV-002237,False,Low
DEV-002238,False,Low
DEV-002239,False,Medium
DEV-002240,False,Low
DEV-002241,False,Low
DEV-002242,False,Low
DEV-002243,False,Low
DEV-002244,True,High
DEV-002245,False,Medium
DEV-002246,False,Low
DEV-002247,False,Low
DEV-002248,False,Low
DEV-002249,False,Low
DEV-002250,False,Low
DEV-002251,False,Low
DEV-002252,False,Low
DEV-002253,False,Low
DEV-002254,False,Low
DEV-002255,False,Low
DEV-002256,False,Low
DEV-002257,False,Low
DEV-002258,False,Medium
DEV-002259,False,Low
DEV-002260,False,Low
DEV-002261,False,Low
DEV-002262,False,Low
DEV-002263,False,Low
DEV-002264,False,Low
DEV-002265,False,Low
DEV-002266,False,Low
DEV-002267,False,Low
DEV-002268,False,Low
DEV-002269,True,Medium
DEV-002270,False,Low
DEV-002271,False,Low
DEV-002272,False,Low
DEV-002273,False,Low
DEV-002274,False,Low
DEV-002275,False,Low
DEV-002276,False,Low
DEV-002277,False,Low
DEV-002278,False,Medium
DEV-002279,False,Low
DEV-002280,False,Low
DEV-002281,False,Low
DEV-002282,False,Low
DEV-002283,False,Low
DEV-002284,False,Low
DEV-002285,False,Low
DEV-002286,False,Medium
DEV-002287,False,Low
DEV-002288,True,High
DEV-002289,False,Low
DEV-002290,False,Low
DEV-002291,False,Medium
DEV-002292,False,Low
DEV-002293,False,Low
DEV-002294,False,Low
DEV-002295,False,Low
DEV-002296,False,Low
DEV-002297,False,Low
DEV-002298,False,Low
DEV-002299,False,Low
DEV-002300,False,Low
DEV-002301,False,Low
DEV-002302,False,Low
DEV-002303,False,Low
DEV-002304,False,Low
DEV-002305,False,Low
DEV-002306,False,Low
DEV-002307,False,Low
DEV-002308,False,Low
DEV-002309,False,Low
DEV-002310,False,Medium
DEV-002311,False,Low
DEV-002312,False,Low
DEV-002313,False,Low
DEV-002314,False,Low
DEV-002315,False,Low
DEV-002316,False,Low
DEV-002317,False,Low
DEV-002318,False,Low
DEV-002319,False,Low
DEV-002320,False,Low
DEV-002321,False,Low
DEV-002322,False,Low
DEV-002323,False,Medium
DEV-002324,False,Low
DEV-002325,False,Low
DEV-002326,False,Low
DEV-002327,False,Low
DEV-002328,False,Medium
DEV-002329,True,Medium
DEV-002330,False,Low
DEV-002331,False,Low
DEV-002332,True,Medium
DEV-002333,False,Low
DEV-002334,False,Low
DEV-002335,False,Low
DEV-002336,False,Low
DEV-002337,False,Low
DEV-002338,False,Low
DEV-002339,False,Low
DEV-002340,False,Low
DEV-002341,False,Low
DEV-002342,False,Low
DEV-002343,False,Low
DEV-002344,False,Low
DEV-002345,False,Low
DEV-002346,False,Low
DEV-002347,True,High
DEV-002348,False,Low
DEV-002349,False,Medium
DEV-002350,False,Low
DEV-002351,False,Low
DEV-002352,False,Low
DEV-002353,False,Low
DEV-002354,False,Low
DEV-002355,False,Low
DEV-002356,False,Medium
DEV-002357,False,Low
DEV-002358,False,Medium
DEV-002359,False,Low
DEV-002360,False,Low
DEV-002361,False,Low
DEV-002362,False,Low
DEV-002363,False,Low
DEV-002364,False,Low
DEV-002365,False,Low
DEV-002366,False,Low
DEV-002367,False,Low
DEV-002368,False,Low
DEV-002369,False,Low
DEV-002370,False,Low
DEV-002371,False,Low
DEV-002372,False,Medium
DEV-002373,False,Low
DEV-002374,False,Low
DEV-002375,False,Low
DEV-002376,False,Low
DEV-002377,False,Low
DEV-002378,False,Low
DEV-002379,False,Low
DEV-002380,False,Low
DEV-002381,False,Medium
DEV-002382,False,Medium
DEV-002383,False,Low
DEV-002384,False,Low
DEV-002385,False,Low
DEV-002386,False,Low
DEV-002387,False,Low
DEV-002388,False,Low
DEV-002389,False,Medium
DEV-002390,False,Low
DEV-002391,False,Low
DEV-002392,False,Low
DEV-002393,False,Low
DEV-002394,False,Low
DEV-002395,False,Low
DEV-002396,False,Low
DEV-002397,False,Low
DEV-002398,False,Low
DEV-002399,False,Low
DEV-002400,False,Low
DEV-002401,False,Low
DEV-002402,False,Low
DEV-002403,False,Low
DEV-002404,False,Low
DEV-002405,False,Low
DEV-002406,False,Low
DEV-002407,False,Low
DEV-002408,False,Low
DEV-002409,False,Low
DEV-002410,False,Medium
DEV-002411,False,Low
DEV-002412,False,Low
DEV-002413,False,Low
DEV-002414,False,Low
DEV-002415,False,Low
DEV-002416,False,Low
DEV-002417,False,Low
DEV-002418,False,Low
DEV-002419,False,Low
DEV-002420,False,Low
DEV-002421,False,Low
DEV-002422,False,Low
DEV-002423,False,Low
DEV-002424,False,Low
DEV-002425,False,Low
DEV-002426,False,Low
DEV-002427,False,Low
DEV-002428,False,Low
DEV-002429,False,Low
DEV-002430,False,Low
DEV-002431,False,Low
DEV-002432,False,Low
DEV-002433,False,Low
DEV-002434,False,Low
DEV-002435,False,Low
DEV-002436,False,Low
DEV-002437,False,Low
DEV-002438,False,Low
DEV-002439,False,Low
DEV-002440,False,Low
DEV-002441,False,Low
DEV-002442,False,Low
DEV-002443,False,Medium
DEV-002444,False,Low
DEV-002445,False,Low
DEV-002446,False,Low
DEV-002447,False,Low
DEV-002448,False,Medium
DEV-002449,False,Low
DEV-002450,False,Low
DEV-002451,False,Low
DEV-002452,False,Low
DEV-002453,False,Low
DEV-002454,False,Low
DEV-002455,False,Low
DEV-002456,False,Low
DEV-002457,False,Low
DEV-002458,False,Low
DEV-002459,False,Low
DEV-002460,False,Low
DEV-002461,False,Low
DEV-002462,False,Low
DEV-002463,False,Low
DEV-002464,False,Low
DEV-002465,False,Low
DEV-002466,False,Low
DEV-002467,False,Low
DEV-002468,False,Low
DEV-002469,False,Low
DEV-002470,False,Low
DEV-002471,False,Low
DEV-002472,False,Low
DEV-002473,False,Low
DEV-002474,False,Low
DEV-002475,False,Low
DEV-002476,False,Low
DEV-002477,False,Low
DEV-002478,False,Low
DEV-002479,False,Low
DEV-002480,False,Medium
DEV-002481,False,Low
DEV-002482,False,Low
DEV-002483,False,Low
DEV-002484,False,Low
DEV-002485,False,Low
DEV-002486,False,Low
DEV-002487,False,Low
DEV-002488,False,Low
DEV-002489,False,Low
DEV-002490,False,Low
DEV-002491,False,Low
DEV-002492,False,Low
DEV-002493,False,Low
DEV-002494,False,Low
DEV-002495,False,Low
DEV-002496,False,Low
DEV-002497,False,Low
DEV-002498,False,Low
DEV-002499,False,Medium
DEV-002500,False,Low
DEV-002501,False,Low
DEV-002502,False,Low
DEV-002503,False,Low
DEV-002504,False,Low
DEV-002505,False,Medium
DEV-002506,False,Low
DEV-002507,False,Low
DEV-002508,False,Low
DEV-002509,False,Low
DEV-002510,False,Medium
DEV-002511,False,Low
DEV-002512,False,Low
DEV-002513,False,Low
DEV-002514,False,Low
DEV-002515,False,Low
DEV-002516,False,Low
DEV-002517,False,Low
DEV-002518,False,Low
DEV-002519,False,Low
DEV-002520,False,Low
DEV-002521,False,Medium
DEV-002522,False,Low
DEV-002523,False,Low
DEV-002524,False,Low
DEV-002525,False,Medium
DEV-002526,False,Low
DEV-002527,False,Low
DEV-002528,False,Low
DEV-002529,False,Low
DEV-002530,False,Low
DEV-002531,False,Low
DEV-002532,False,Low
DEV-002533,False,Low
DEV-002534,False,Low
DEV-002535,False,Low
DEV-002536,False,Low
DEV-002537,False,Medium
DEV-002538,False,Low
DEV-002539,False,Low
DEV-002540,False,Low
DEV-002541,False,Low
DEV-002542,False,Low
DEV-002543,False,Low
DEV-002544,False,Medium
DEV-002545,False,Medium
DEV-002546,False,Low
DEV-002547,False,Low
DEV-002548,False,Medium
DEV-002549,False,Low
DEV-002550,False,Low
DEV-002551,False,Low
DEV-002552,False,Low
DEV-002553,False,Low
DEV-002554,False,Low
DEV-002555,False,Low
DEV-002556,False,Low
DEV-002557,False,Low
DEV-002558,False,Low
DEV-002559,False,Low
DEV-002560,False,Low
DEV-002561,False,Low
DEV-002562,False,Low
DEV-002563,False,Low
DEV-002564,False,Low
DEV-002565,False,Low
DEV-002566,False,Low
DEV-002567,False,Low
DEV-002568,False,Low
DEV-002569,False,Low
DEV-002570,False,Low
DEV-002571,False,Low
DEV-002572,False,Low
DEV-002573,False,Medium
DEV-002574,False,Low
DEV-002575,False,Low
DEV-002576,False,Low
DEV-002577,False,Low
DEV-002578,False,Low
DEV-002579,False,Low
DEV-002580,False,Low
DEV-002581,False,Low
DEV-002582,False,Low
DEV-002583,False,Low
DEV-002584,False,Medium
DEV-002585,False,Low
DEV-002586,False,Low
DEV-002587,True,Medium
DEV-002588,False,Low
DEV-002589,False,Low
DEV-002590,False,Low
DEV-002591,False,Low
DEV-002592,False,Low
DEV-002593,False,Low
DEV-002594,False,Low
DEV-002595,False,Low
DEV-002596,False,Low
DEV-002597,False,Low
DEV-002598,False,Medium
DEV-002599,False,Low
DEV-002600,False,Low
DEV-002601,False,Low
DEV-002602,False,Low
DEV-002603,False,Low
DEV-002604,False,Low
DEV-002605,False,Low
DEV-002606,False,Low
DEV-002607,False,Low
DEV-002608,False,Low
DEV-002609,False,Low
DEV-002610,False,Low
DEV-002611,False,Low
DEV-002612,False,Low
DEV-002613,False,Low
DEV-002614,False,Medium
DEV-002615,False,Low
DEV-002616,True,Medium
DEV-002617,False,Low
DEV-002618,False,Low
DEV-002619,False,Medium
DEV-002620,False,Low
DEV-002621,False,Low
DEV-002622,False,Low
DEV-002623,True,Medium
DEV-002624,False,Low
DEV-002625,False,Medium
DEV-002626,False,Medium
DEV-002627,False,Low
DEV-002628,False,Low
DEV-002629,False,Low
DEV-002630,False,Low
DEV-002631,True,High
DEV-002632,False,Low
DEV-002633,False,Medium
DEV-002634,False,Low
DEV-002635,False,Low
DEV-002636,False,Low
DEV-002637,False,Low
DEV-002638,False,Low
DEV-002639,False,Low
DEV-002640,False,Low
DEV-002641,False,Low
DEV-002642,False,Low
DEV-002643,False,Low
DEV-002644,False,Low
DEV-002645,False,Low
DEV-002646,False,Low
DEV-002647,False,Low
DEV-002648,False,Low
DEV-002649,False,Low
DEV-002650,False,Low
DEV-002651,False,Low
DEV-002652,False,Low
DEV-002653,False,Medium
DEV-002654,False,Low
DEV-002655,False,Low
DEV-002656,False,Low
DEV-002657,False,Low
DEV-002658,False,Low
DEV-002659,False,Medium
DEV-002660,False,Low
DEV-002661,False,Medium
DEV-002662,False,Low
DEV-002663,False,Medium
DEV-002664,False,Low
DEV-002665,False,Low
DEV-002666,False,Low
DEV-002667,False,Low
DEV-002668,False,Low
DEV-002669,False,Low
DEV-002670,False,Low
DEV-002671,False,Low
DEV-002672,False,Low
DEV-002673,False,Low
DEV-002674,False,Low
DEV-002675,False,Low
DEV-002676,False,Low
DEV-002677,False,Low
DEV-002678,False,Low
DEV-002679,False,Low
DEV-002680,False,Low
DEV-002681,False,Low
DEV-002682,False,Medium
DEV-002683,False,Low
DEV-002684,False,Low
DEV-002685,False,Low
DEV-002686,False,Low
DEV-002687,False,Low
DEV-002688,False,Low
DEV-002689,False,Low
DEV-002690,False,Low
DEV-002691,False,Low
DEV-002692,False,Low
DEV-002693,False,Low
DEV-002694,False,Low
DEV-002695,True,Medium
DEV-002696,False,Low
DEV-002697,False,Low
DEV-002698,False,Low
DEV-002699,False,Low
DEV-002700,False,Low
DEV-002701,False,Medium
DEV-002702,False,Low
DEV-002703,False,Low
DEV-002704,False,Low
DEV-002705,False,Low
DEV-002706,False,Low
DEV-002707,False,Low
DEV-002708,False,Low
DEV-002709,False,Low
DEV-002710,False,Low
DEV-002711,False,Low
DEV-002712,False,Low
DEV-002713,False,Low
DEV-002714,False,Low
DEV-002715,False,Low
DEV-002716,True,Medium
DEV-002717,False,Low
DEV-002718,False,Low
DEV-002719,False,Low
DEV-002720,False,Low
DEV-002721,False,Low
DEV-002722,False,Low
DEV-002723,False,Low
DEV-002724,False,Medium
DEV-002725,False,Medium
DEV-002726,False,Medium
DEV-002727,False,Low
DEV-002728,False,Low
DEV-002729,False,Low
DEV-002730,False,Low
DEV-002731,False,Low
DEV-002732,False,Low
DEV-002733,False,Low
DEV-002734,False,Medium
DEV-002735,False,Low
DEV-002736,False,Low
DEV-002737,True,High
DEV-002738,False,Low
DEV-002739,False,Low
DEV-002740,False,Low
DEV-002741,False,Medium
DEV-002742,False,Medium
DEV-002743,False,Low
DEV-002744,False,Low
DEV-002745,False,Low
DEV-002746,False,Low
DEV-002747,False,Low
DEV-002748,False,Low
DEV-002749,False,Low
DEV-002750,False,Low
DEV-002751,False,Low
DEV-002752,False,Low
DEV-002753,False,Low
DEV-002754,False,Low
DEV-002755,False,Low
DEV-002756,False,Low
DEV-002757,False,Low
DEV-002758,False,Low
DEV-002759,False,Low
DEV-002760,False,Low
DEV-002761,False,Low
DEV-002762,False,Low
DEV-002763,False,Low
DEV-002764,False,Low
DEV-002765,False,Low
DEV-002766,False,Low
DEV-002767,False,Low
DEV-002768,False,Low
DEV-002769,False,Low
DEV-002770,False,Low
DEV-002771,False,Low
DEV-002772,False,Low
DEV-002773,False,Low
DEV-002774,False,Low
DEV-002775,False,Low
DEV-002776,False,Low
DEV-002777,False,Low
DEV-002778,False,Low
DEV-002779,False,Low
DEV-002780,False,Medium
DEV-002781,False,Low
DEV-002782,False,Low
DEV-002783,False,Low
DEV-002784,False,Low
DEV-002785,False,Low
DEV-002786,False,Low
DEV-002787,False,Low
DEV-002788,False,Low
DEV-002789,False,Low
DEV-002790,False,Low
DEV-002791,False,Low
DEV-002792,False,Medium
DEV-002793,False,Low
DEV-002794,True,High
DEV-002795,False,Low
DEV-002796,False,Low
DEV-002797,False,Low
DEV-002798,False,Low
DEV-002799,False,Low
DEV-002800,False,Low
DEV-002801,False,Low
DEV-002802,False,Low
DEV-002803,False,Low
DEV-002804,False,Low
DEV-002805,False,Low
DEV-002806,False,Low
DEV-002807,False,Low
DEV-002808,False,Low
DEV-002809,False,Low
DEV-002810,False,Low
DEV-002811,False,Low
DEV-002812,False,Medium
DEV-002813,False,Low
DEV-002814,False,Low
DEV-002815,False,Low
DEV-002816,False,Low
DEV-002817,False,Low
DEV-002818,False,Low
DEV-002819,False,Low
DEV-002820,True,High
DEV-002821,False,Low
DEV-002822,False,Low
DEV-002823,False,Low
DEV-002824,False,Low
DEV-002825,True,Medium
DEV-002826,False,Low
DEV-002827,False,Low
DEV-002828,False,Low
DEV-002829,False,Low
DEV-002830,False,Low
DEV-002831,False,Low
DEV-002832,False,Low
DEV-002833,False,Low
DEV-002834,False,Low
DEV-002835,False,Low
DEV-002836,False,Low
DEV-002837,False,Low
DEV-002838,False,Low
DEV-002839,False,Low
DEV-002840,False,Low
DEV-002841,False,Low
DEV-002842,False,Low
DEV-002843,False,Low
DEV-002844,False,Medium
DEV-002845,False,Low
DEV-002846,False,Medium
DEV-002847,False,Low
DEV-002848,False,Low
DEV-002849,False,Low
DEV-002850,False,Low
DEV-002851,False,Low
DEV-002852,False,Low
DEV-002853,False,Low
DEV-002854,False,Low
DEV-002855,False,Low
DEV-002856,False,Low
DEV-002857,False,Low
DEV-002858,False,Low
DEV-002859,False,Low
DEV-002860,False,Low
DEV-002861,False,Low
DEV-002862,False,Low
DEV-002863,False,Low
DEV-002864,False,Low
DEV-002865,False,Low
DEV-002866,False,Low
DEV-002867,False,Medium
DEV-002868,False,Low
DEV-002869,False,Low
DEV-002870,False,Low
DEV-002871,False,Low
DEV-002872,False,Low
DEV-002873,False,Low
DEV-002874,False,Low
DEV-002875,False,Low
DEV-002876,False,Low
DEV-002877,False,Low
DEV-002878,False,Low
DEV-002879,False,Low
DEV-002880,False,Low
DEV-002881,False,Low
DEV-002882,False,Low
DEV-002883,False,Low
DEV-002884,False,Low
DEV-002885,False,Low
DEV-002886,False,Low
DEV-002887,False,Low
DEV-002888,False,Low
DEV-002889,False,Medium
DEV-002890,False,Low
DEV-002891,True,High
DEV-002892,False,Low
DEV-002893,False,Low
DEV-002894,False,Low
DEV-002895,False,Low
DEV-002896,False,Medium
DEV-002897,False,Low
DEV-002898,False,Low
DEV-002899,False,Low
DEV-002900,False,Low
DEV-002901,True,Medium
DEV-002902,False,Low
DEV-002903,False,Low
DEV-002904,False,Low
DEV-002905,False,Low
DEV-002906,False,Low
DEV-002907,False,Low
DEV-002908,False,Low
DEV-002909,False,Medium
DEV-002910,False,Low
DEV-002911,False,Low
DEV-002912,False,Low
DEV-002913,False,Low
DEV-002914,False,Medium
DEV-002915,False,Low
DEV-002916,False,Low
DEV-002917,False,Low
DEV-002918,False,Low
DEV-002919,False,Low
DEV-002920,False,Low
DEV-002921,False,Low
DEV-002922,False,Low
DEV-002923,False,Medium
DEV-002924,False,Low
DEV-002925,False,Low
DEV-002926,False,Low
DEV-002927,False,Low
DEV-002928,False,Low
DEV-002929,False,Low
DEV-002930,False,Low
DEV-002931,False,Low
DEV-002932,False,Low
DEV-002933,False,Low
DEV-002934,False,Low
DEV-002935,False,Low
DEV-002936,False,Low
DEV-002937,False,Medium
DEV-002938,False,Low
DEV-002939,False,Low
DEV-002940,False,Medium
DEV-002941,False,Medium
DEV-002942,False,Low
DEV-002943,False,Low
DEV-002944,False,Low
DEV-002945,False,Low
DEV-002946,False,Low
DEV-002947,False,Low
DEV-002948,False,Low
DEV-002949,True,Medium
DEV-002950,False,Low
DEV-002951,False,Low
DEV-002952,False,Low
DEV-002953,False,Low
DEV-002954,False,Low
DEV-002955,False,Low
DEV-002956,False,Low
DEV-002957,False,Low
DEV-002958,False,Low
DEV-002959,False,Low
DEV-002960,False,Low
DEV-002961,False,Low
DEV-002962,False,Medium
DEV-002963,True,Medium
DEV-002964,False,Low
DEV-002965,False,Low
DEV-002966,False,Medium
DEV-002967,False,Medium
DEV-002968,False,Low
DEV-002969,False,Low
DEV-002970,False,Medium
DEV-002971,False,Low
DEV-002972,False,Low
DEV-002973,True,High
DEV-002974,False,Low
DEV-002975,False,Low
DEV-002976,False,Low
DEV-002977,False,Low
DEV-002978,False,Low
DEV-002979,False,Low
DEV-002980,False,Low
DEV-002981,False,Low
DEV-002982,False,Medium
DEV-002983,False,Low
DEV-002984,False,Low
DEV-002985,False,Medium
DEV-002986,False,Low
DEV-002987,False,Low
DEV-002988,False,Low
DEV-002989,False,Low
DEV-002990,False,Low
DEV-002991,False,Low
DEV-002992,True,High
DEV-002993,False,Low
DEV-002994,False,Low
DEV-002995,False,Low
DEV-002996,False,Low
DEV-002997,False,Low
DEV-002998,False,Low
DEV-002999,False,Low
DEV-003000,False,Low
DEV-003001,False,Low
DEV-003002,False,Low
DEV-003003,False,Low
DEV-003004,False,Low
DEV-003005,False,Low
DEV-003006,False,Low
DEV-003007,True,High
DEV-003008,False,Low
DEV-003009,False,Low
DEV-003010,False,Low
DEV-003011,False,Medium
DEV-003012,False,Low
DEV-003013,False,Low
DEV-003014,False,Low
DEV-003015,False,Medium
DEV-003016,True,Medium
DEV-003017,False,Low
DEV-003018,False,Low
DEV-003019,False,Low
DEV-003020,False,Low
DEV-003021,False,Low
DEV-003022,False,Low
DEV-003023,False,Low
DEV-003024,False,Low
DEV-003025,False,Low
DEV-003026,False,Low
DEV-003027,False,Low
DEV-003028,False,Medium
DEV-003029,False,Low
DEV-003030,False,Low
DEV-003031,False,Low
DEV-003032,False,Low
DEV-003033,False,Low
DEV-003034,False,Medium
DEV-003035,False,Low
DEV-003036,False,Low
DEV-003037,False,Low
DEV-003038,False,Low
DEV-003039,False,Low
DEV-003040,False,Low
DEV-003041,False,Low
DEV-003042,False,Low
DEV-003043,False,Low
DEV-003044,True,High
DEV-003045,False,Low
DEV-003046,False,Low
DEV-003047,False,Low
DEV-003048,False,Low
DEV-003049,False,Low
DEV-003050,True,High
DEV-003051,False,Low
DEV-003052,False,Low
DEV-003053,False,Low
DEV-003054,False,Low
DEV-003055,False,Low
DEV-003056,False,Low
DEV-003057,False,Low
DEV-003058,False,Low
DEV-003059,False,Low
DEV-003060,False,Low
DEV-003061,False,Low
DEV-003062,False,Low
DEV-003063,False,Low
DEV-003064,False,Low
DEV-003065,False,Low
DEV-003066,False,Low
DEV-003067,False,Low
DEV-003068,True,High
DEV-003069,False,Low
DEV-003070,False,Low
DEV-003071,False,Low
DEV-003072,False,Low
DEV-003073,False,Medium
DEV-003074,False,Low
DEV-003075,True,Medium
DEV-003076,False,Low
DEV-003077,False,Low
DEV-003078,False,Low
DEV-003079,False,Low
DEV-003080,False,Low
DEV-003081,False,Low
DEV-003082,False,Low
DEV-003083,False,Low
DEV-003084,False,Low
DEV-003085,False,Low
DEV-003086,False,Low
DEV-003087,False,Low
DEV-003088,False,Low
DEV-003089,False,Low
DEV-003090,False,Low
DEV-003091,False,Low
DEV-003092,False,Low
DEV-003093,False,Low
DEV-003094,False,Low
DEV-003095,False,Low
DEV-003096,False,Low
DEV-003097,False,Low
DEV-003098,False,Low
DEV-003099,False,Low
DEV-003100,False,Low
DEV-003101,False,Low
DEV-003102,False,Low
DEV-003103,False,Low
DEV-003104,False,Low
DEV-003105,False,Low
DEV-003106,False,Low
DEV-003107,False,Low
DEV-003108,False,Low
DEV-003109,False,Low
DEV-003110,False,Low
DEV-003111,False,Low
DEV-003112,False,Low
DEV-003113,False,Low
DEV-003114,False,Low
DEV-003115,False,Low
DEV-003116,False,Low
DEV-003117,False,Low
DEV-003118,False,Low
DEV-003119,False,Low
DEV-003120,False,Low
DEV-003121,False,Low
DEV-003122,False,Medium
DEV-003123,False,Low
DEV-003124,False,Low
DEV-003125,True,High
DEV-003126,False,Low
DEV-003127,False,Low
DEV-003128,False,Medium
DEV-003129,False,Medium
DEV-003130,False,Medium
DEV-003131,False,Low
DEV-003132,False,Low
DEV-003133,False,Low
DEV-003134,False,Low
DEV-003135,False,Low
DEV-003136,False,Medium
DEV-003137,False,Low
DEV-003138,False,Low
DEV-003139,False,Low
DEV-003140,False,Low
DEV-003141,False,Low
DEV-003142,False,Low
DEV-003143,False,Low
DEV-003144,False,Low
DEV-003145,False,Low
DEV-003146,False,Low
DEV-003147,False,Low
DEV-003148,False,Low
DEV-003149,False,Low
DEV-003150,False,Low
DEV-003151,False,Low
DEV-003152,False,Low
DEV-003153,False,Low
DEV-003154,False,Low
DEV-003155,False,Low
DEV-003156,False,Low
DEV-003157,False,Low
DEV-003158,False,Medium
DEV-003159,False,Low
DEV-003160,False,Low
DEV-003161,False,Low
DEV-003162,False,Low
DEV-003163,False,Low
DEV-003164,False,Low
DEV-003165,False,Low
DEV-003166,False,Low
DEV-003167,False,Low
DEV-003168,False,Low
DEV-003169,False,Low
DEV-003170,False,Low
DEV-003171,False,Low
DEV-003172,False,Low
DEV-003173,False,Low
DEV-003174,False,Low
DEV-003175,False,Low
DEV-003176,False,Medium
DEV-003177,False,Low
DEV-003178,False,Low
DEV-003179,False,Low
DEV-003180,False,Low
DEV-003181,False,Low
DEV-003182,False,Low
DEV-003183,False,Low
DEV-003184,False,Low
DEV-003185,False,Low
DEV-003186,False,Low
DEV-003187,False,Low
DEV-003188,False,Low
DEV-003189,False,Low
DEV-003190,False,Low
DEV-003191,False,Low
DEV-003192,False,Low
DEV-003193,False,Low
DEV-003194,False,Low
DEV-003195,False,Low
DEV-003196,False,Low
DEV-003197,False,Low
DEV-003198,False,Low
DEV-003199,False,Low
DEV-003200,False,Low
DEV-003201,False,Low
DEV-003202,False,Low
DEV-003203,False,Low
DEV-003204,True,High
DEV-003205,False,Low
DEV-003206,False,Low
DEV-003207,False,Low
DEV-003208,False,Low
DEV-003209,False,Medium
DEV-003210,False,Low
DEV-003211,False,Low
DEV-003212,False,Low
DEV-003213,False,Low
DEV-003214,False,Low
DEV-003215,False,Low
DEV-003216,False,Low
DEV-003217,False,Low
DEV-003218,False,Medium
DEV-003219,False,Low
DEV-003220,False,Low
DEV-003221,False,Low
DEV-003222,False,Low
DEV-003223,False,Low
DEV-003224,False,Low
DEV-003225,False,Low
DEV-003226,False,Low
DEV-003227,False,Low
DEV-003228,False,Low
DEV-003229,False,Low
DEV-003230,False,Low
DEV-003231,False,Low
DEV-003232,False,Low
DEV-003233,False,Low
DEV-003234,False,Low
DEV-003235,False,Low
DEV-003236,False,Low
DEV-003237,False,Low
DEV-003238,False,Low
DEV-003239,False,Low
