Transaction_ID,Fraudulent,True_Archetype,True_Fraud_Probability,True_Contributing_Factors
T43165,0,none,0.0403,
T26850,0,none,0.0274,
T24195,0,none,0.0,
T47463,0,none,0.0,
T37578,0,none,0.0,
T34347,0,stolen_funding_instrument,0.4868,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T49315,0,none,0.0,
T17887,0,none,0.0209,
T39035,0,account_takeover,0.5218,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T51974,0,none,0.0,
T37052,0,none,0.0139,
T38463,0,none,0.0,
T10862,0,none,0.0,
T52370,0,none,0.0496,
T35915,0,stolen_funding_instrument,0.411,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T32466,0,none,0.0005,
T15046,0,none,0.0,
T26077,0,none,0.0,
T21973,0,none,0.0262,
T40358,0,none,0.0,
T32141,0,none,0.0541,
T17116,0,none,0.0218,
T12485,0,none,0.0163,
T12394,0,none,0.024,
T10095,0,account_takeover,0.7949,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;dormant_account_reactivated;jailbroken_device;new_recipient
T47265,0,none,0.0389,
T49076,0,none,0.0134,
T2318,0,none,0.0068,
T18223,0,none,0.0,
T23301,0,none,0.0423,
T46278,0,none,0.0,
T7449,0,none,0.0035,
T43478,0,none,0.0,
T1991,1,stolen_funding_instrument,0.5608,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T47326,0,none,0.0,
T37117,0,none,0.0,
T39541,0,none,0.0,
T9553,0,none,0.0129,
T35588,0,none,0.0405,
T19893,0,none,0.0407,
T25498,0,none,0.0209,
T395,0,account_takeover,0.6301,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;jailbroken_device;new_recipient
T13054,0,none,0.0333,
T35706,0,none,0.0,
T25504,0,none,0.0234,
T32456,0,none,0.0,
T8924,1,none,0.0436,
T24132,1,account_takeover,0.5179,unrecognized_device_id;ip_location_mismatch;high_amount;jailbroken_device;newly_linked_destination_bank
T7493,0,none,0.0117,
T43615,0,none,0.0479,
T30331,0,none,0.0,
T20872,0,none,0.0575,
T41015,0,none,0.0332,
T22756,0,none,0.0,
T7003,0,none,0.0115,
T22020,0,none,0.0,
T18805,0,account_takeover,0.4892,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;newly_linked_destination_bank
T24789,0,none,0.0,
T48074,0,none,0.0176,
T940,0,none,0.0,
T20326,0,none,0.0,
T12893,0,none,0.0,
T28846,0,none,0.019,
T47318,0,none,0.0099,
T33877,0,none,0.0452,
T47879,0,none,0.0,
T34472,0,none,0.0162,
T30464,0,none,0.0333,
T25257,0,none,0.0,
T37396,0,none,0.0536,
T31474,0,none,0.014,
T16707,0,none,0.002,
T47418,0,none,0.0295,
T45870,0,none,0.0572,
T21159,1,stolen_funding_instrument,0.5863,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;new_high_risk_email;shipping_billing_address_mismatch
T34682,0,none,0.0,
T38772,1,none,0.0175,
T16407,0,none,0.0,
T44927,0,none,0.0137,
T35340,0,none,0.0294,
T34302,0,none,0.0482,
T48896,0,none,0.0014,
T24096,0,none,0.0324,
T6251,0,none,0.0127,
T42919,0,none,0.0082,
T2885,0,none,0.0452,
T20203,0,none,0.0,
T15077,0,none,0.0,
T47971,0,none,0.0,
T45730,1,account_takeover,0.6023,unrecognized_device_id;ip_location_mismatch;high_amount;jailbroken_device;new_recipient
T40629,0,none,0.0,
T15326,0,none,0.0363,
T7834,0,none,0.0457,
T37964,0,none,0.0,
T29353,0,none,0.0,
T15872,0,none,0.0484,
T52196,0,none,0.0,
T28187,0,none,0.0037,
T11492,0,none,0.044,
T41213,0,none,0.0456,
T32941,0,none,0.0,
T21606,0,none,0.0,
T30767,0,none,0.0064,
T9241,0,none,0.005,
T36680,0,none,0.0378,
T41686,0,none,0.0013,
T14636,0,none,0.0347,
T49359,0,none,0.0268,
T49848,0,none,0.0062,
T2641,0,stolen_funding_instrument,0.4578,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;shipping_billing_address_mismatch
T26319,0,none,0.054,
T49029,0,none,0.0317,
T18385,0,none,0.0,
T8835,0,none,0.0177,
T49012,0,none,0.044,
T47909,0,none,0.0,
T21705,0,none,0.0008,
T33335,1,account_takeover,0.5636,unrecognized_device_id;ip_location_mismatch;high_amount;dormant_account_reactivated;new_recipient
T51267,0,none,0.0,
T34314,0,none,0.0003,
T9608,0,stolen_funding_instrument,0.2801,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate
T16750,0,none,0.0,
T32913,0,none,0.0,
T20868,0,none,0.0,
T5381,0,none,0.0,
T653,0,none,0.0,
T19060,0,none,0.0104,
T52796,0,none,0.0,
T21055,0,none,0.0,
T38393,0,none,0.0188,
T10589,0,none,0.0008,
T35031,0,none,0.0,
T22390,0,none,0.0,
T5915,0,none,0.0474,
T34592,0,none,0.0002,
T39595,0,none,0.0,
T32973,0,none,0.0,
T30233,0,none,0.0,
T17022,0,none,0.0,
T39800,1,stolen_funding_instrument,0.6478,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T19338,0,none,0.0505,
T19495,0,none,0.0,
T41164,0,none,0.0,
T38551,0,none,0.048,
T21242,0,none,0.0,
T44458,0,none,0.0,
T4002,1,stolen_funding_instrument,0.4774,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;shipping_billing_address_mismatch
T17306,0,none,0.034,
T45131,0,stolen_funding_instrument,0.4197,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T23994,0,none,0.0559,
T28160,0,none,0.0,
T34641,0,none,0.0,
T52590,0,none,0.0393,
T10331,0,none,0.037,
T10762,0,none,0.0,
T41891,0,none,0.0,
T36413,0,stolen_funding_instrument,0.6557,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T51935,0,none,0.0,
T18575,0,none,0.0575,
T14286,0,none,0.0004,
T39008,0,none,0.0268,
T51328,0,none,0.0461,
T27916,0,none,0.0456,
T41193,0,none,0.0,
T48021,0,none,0.0,
T44237,0,none,0.0063,
T14249,1,account_takeover,0.4113,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;newly_linked_destination_bank
T33728,0,none,0.0273,
T32561,0,none,0.0,
T52192,0,none,0.0456,
T28591,0,none,0.0,
T42709,0,none,0.01,
T39797,0,none,0.0341,
T17186,1,none,0.0253,
T6090,0,none,0.0471,
T20365,0,none,0.0,
T29503,0,none,0.0203,
T41616,0,none,0.0,
T8576,0,none,0.0398,
T25875,0,none,0.0454,
T39879,0,none,0.0241,
T37714,0,none,0.0,
T49264,0,none,0.0,
T6465,0,none,0.0,
T32385,0,none,0.0399,
T36693,0,none,0.0,
T37182,0,none,0.0,
T36957,0,none,0.0028,
T25599,0,none,0.0,
T15580,0,none,0.0008,
T9920,0,none,0.0507,
T51696,1,account_takeover,0.5548,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T47118,0,none,0.0407,
T50416,0,none,0.0,
T12648,0,none,0.0,
T21172,0,none,0.0141,
T15945,0,none,0.0,
T16149,0,none,0.0523,
T13692,0,stolen_funding_instrument,0.5386,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T47996,0,none,0.0,
T39171,0,none,0.0,
T15318,0,none,0.0,
T24591,0,none,0.0068,
T17646,1,stolen_funding_instrument,0.4255,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;shipping_billing_address_mismatch
T18950,0,none,0.0503,
T26662,0,none,0.0,
T2985,0,stolen_funding_instrument,0.4594,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;shipping_billing_address_mismatch
T13012,1,account_takeover,0.3495,unrecognized_device_id;ip_location_mismatch;high_amount;newly_linked_destination_bank
T40978,0,none,0.0,
T37588,0,none,0.0,
T42926,0,none,0.0,
T1927,0,none,0.0304,
T4857,0,none,0.0,
T8857,0,none,0.0153,
T25618,0,none,0.0017,
T46994,0,none,0.034,
T43942,0,none,0.0,
T43852,0,none,0.0567,
T27895,0,none,0.058,
T50856,0,none,0.0,
T40523,0,none,0.0,
T17485,0,none,0.0,
T3567,0,none,0.0038,
T20638,0,none,0.0311,
T40881,0,none,0.0,
T38973,0,none,0.0167,
T32052,0,none,0.0392,
T25952,0,none,0.0,
T13071,0,none,0.0,
T29649,0,none,0.0,
T8918,0,none,0.0142,
T5088,0,none,0.0,
T52558,0,none,0.0127,
T8220,0,none,0.0068,
T38081,0,none,0.0512,
T48164,0,none,0.0126,
T16143,0,none,0.0577,
T27954,0,none,0.0,
T6168,0,none,0.0325,
T28805,0,none,0.0463,
T44027,0,none,0.0,
T23583,0,none,0.0001,
T46081,0,none,0.0073,
T19871,0,none,0.0,
T28387,0,none,0.0,
T24845,0,none,0.0057,
T9877,0,none,0.0169,
T52662,0,none,0.0,
T28317,0,stolen_funding_instrument,0.4538,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T305,0,none,0.0192,
T7717,0,none,0.0137,
T5836,0,none,0.0412,
T17596,0,none,0.0497,
T22378,0,none,0.0297,
T22017,0,none,0.036,
T44459,0,none,0.0014,
T5096,0,none,0.0277,
T13612,0,none,0.0,
T34929,0,none,0.0281,
T2355,0,none,0.0086,
T11530,0,none,0.0,
T50646,0,none,0.0,
T1290,0,none,0.0157,
T30166,0,stolen_funding_instrument,0.5973,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T46899,0,none,0.0,
T44761,0,none,0.0,
T26221,1,account_takeover,0.5338,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T39937,0,none,0.0261,
T21443,0,none,0.0048,
T49739,0,none,0.0417,
T9514,0,none,0.0,
T7445,0,none,0.0404,
T40473,0,none,0.0,
T48103,0,none,0.0482,
T34262,0,none,0.0,
T13964,0,none,0.0404,
T27053,0,none,0.0,
T41417,0,none,0.0,
T63,0,none,0.0375,
T29692,1,stolen_funding_instrument,0.4568,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T14504,0,none,0.0098,
T38425,0,none,0.0,
T3584,0,none,0.0,
T35908,0,none,0.0373,
T52971,0,none,0.0075,
T41644,1,stolen_funding_instrument,0.4603,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T643,0,none,0.0372,
T14434,0,none,0.0,
T21716,0,none,0.0,
T41954,0,none,0.0,
T9450,0,none,0.0,
T35016,0,none,0.0,
T45438,0,none,0.0,
T38121,0,none,0.0,
T33257,0,none,0.0006,
T47606,0,none,0.0,
T11758,0,none,0.0087,
T48688,0,none,0.0575,
T47666,0,none,0.0,
T32724,0,none,0.0,
T25938,0,none,0.0008,
T6497,1,none,0.0519,
T48058,0,none,0.0,
T19896,0,none,0.0,
T43314,0,none,0.0,
T42705,0,none,0.0,
T33618,1,none,0.0307,
T43941,0,none,0.0514,
T52006,0,none,0.0,
T7684,0,none,0.0,
T45980,0,none,0.05,
T15538,0,none,0.0,
T24595,0,none,0.0,
T8731,0,none,0.0501,
T24826,0,none,0.0,
T1565,0,account_takeover,0.7015,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;dormant_account_reactivated;jailbroken_device;newly_linked_destination_bank
T478,0,none,0.0003,
T29250,0,none,0.0172,
T22741,0,none,0.0,
T8169,0,none,0.0,
T12148,0,none,0.0,
T35139,0,none,0.0,
T28653,0,none,0.0,
T30699,0,none,0.0,
T12940,0,none,0.0,
T42074,0,none,0.0024,
T38630,0,none,0.0,
T36250,0,none,0.0,
T15524,0,none,0.0,
T35948,0,none,0.0314,
T29838,0,none,0.0532,
T11550,0,none,0.0,
T22058,0,none,0.0,
T27776,0,none,0.0083,
T32167,1,account_takeover,0.7176,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;jailbroken_device;new_recipient
T2156,0,none,0.0,
T27820,0,none,0.0318,
T51128,0,none,0.0421,
T27350,0,none,0.0157,
T11,0,none,0.0,
T12214,0,account_takeover,0.561,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T53004,0,none,0.0,
T4413,0,none,0.0105,
T37436,0,none,0.0,
T38878,0,none,0.0,
T19528,0,none,0.0346,
T50157,0,none,0.0265,
T26675,0,none,0.0,
T11608,0,none,0.0,
T477,0,none,0.0518,
T6993,0,none,0.0,
T30664,0,none,0.0243,
T16444,0,none,0.0357,
T27534,0,none,0.0229,
T39854,0,none,0.0,
T33862,0,none,0.0173,
T38346,0,none,0.0438,
T3955,0,none,0.0,
T4672,0,none,0.0,
T20920,0,none,0.0361,
T861,0,none,0.0482,
T37502,0,none,0.0193,
T23518,0,none,0.0571,
T15237,0,none,0.0444,
T35609,0,none,0.0203,
T6576,0,none,0.0427,
T16942,0,none,0.0,
T44157,0,none,0.0146,
T31108,0,none,0.0,
T38155,0,none,0.0,
T5928,0,none,0.0,
T50096,0,none,0.0,
T36214,0,none,0.0399,
T13709,0,stolen_funding_instrument,0.573,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T23766,1,account_takeover,0.7195,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;jailbroken_device;new_recipient
T35341,0,none,0.0,
T38288,0,none,0.0065,
T18519,0,none,0.0299,
T32892,0,none,0.0455,
T27949,0,none,0.0392,
T205,0,none,0.0,
T40270,0,none,0.0294,
T43502,0,none,0.0485,
T9084,0,none,0.0,
T50545,0,none,0.04,
T7148,0,none,0.0512,
T43479,0,none,0.0384,
T46175,0,none,0.0186,
T19632,0,none,0.0534,
T11297,0,none,0.039,
T38177,0,none,0.0,
T46342,0,none,0.0195,
T40557,0,none,0.0031,
T33617,0,none,0.0,
T20098,0,none,0.0275,
T11232,0,none,0.0,
T8559,0,none,0.0,
T38580,0,none,0.0,
T51610,0,none,0.0533,
T16428,0,none,0.0,
T4740,0,none,0.0,
T5783,0,none,0.048,
T26330,0,stolen_funding_instrument,0.4772,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T20314,0,none,0.0,
T18666,0,none,0.0,
T18758,0,none,0.0,
T45283,0,stolen_funding_instrument,0.5759,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T16637,0,none,0.0,
T30368,0,none,0.0063,
T27894,0,none,0.0009,
T45189,1,none,0.0367,
T47112,0,none,0.045,
T28875,0,none,0.0411,
T17878,0,none,0.0,
T32784,0,none,0.0,
T37390,0,none,0.0338,
T34737,0,none,0.0444,
T37899,0,none,0.0,
T45034,0,none,0.0561,
T593,0,none,0.0,
T9017,0,none,0.0548,
T13050,0,none,0.0132,
T23595,0,none,0.0256,
T25228,0,none,0.0321,
T23455,0,none,0.0,
T51953,0,none,0.0456,
T42174,0,account_takeover,0.4635,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;newly_linked_destination_bank
T39510,1,account_takeover,0.6005,unrecognized_device_id;ip_location_mismatch;high_amount;jailbroken_device;new_recipient
T303,0,none,0.0,
T37097,0,none,0.0244,
T22850,0,none,0.0203,
T3245,0,none,0.0,
T44604,0,none,0.0059,
T45656,0,none,0.0446,
T35851,1,none,0.0396,
T25511,0,none,0.0,
T46540,0,stolen_funding_instrument,0.5938,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity;shipping_billing_address_mismatch
T3288,0,none,0.0,
T47174,0,none,0.0102,
T30613,0,none,0.0443,
T38633,0,none,0.0,
T223,0,none,0.0116,
T38603,0,none,0.0468,
T1171,0,none,0.034,
T31696,1,none,0.042,
T19739,0,none,0.0,
T27492,0,none,0.0196,
T38855,0,none,0.0,
T20218,0,none,0.0,
T39996,0,none,0.0144,
T34497,0,none,0.0,
T51314,0,none,0.0,
T52092,0,none,0.0,
T22452,0,none,0.0534,
T3171,0,none,0.0343,
T17847,0,none,0.0,
T39873,0,none,0.0127,
T30950,0,none,0.0093,
T47801,0,none,0.0,
T35793,0,none,0.0321,
T38412,0,none,0.0126,
T17641,0,none,0.0,
T44976,0,none,0.0,
T14588,0,none,0.0015,
T46698,0,none,0.0389,
T32178,0,none,0.0293,
T46368,0,none,0.0,
T9221,0,none,0.0521,
T48301,0,none,0.0265,
T6394,1,account_takeover,0.4421,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;newly_linked_destination_bank
T32602,0,none,0.0359,
T8061,0,none,0.0375,
T16711,0,none,0.0,
T21129,0,none,0.0284,
T49760,0,none,0.0,
T24020,0,none,0.01,
T38002,1,account_takeover,0.6882,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;jailbroken_device;new_recipient
T36110,0,none,0.0572,
T8187,0,none,0.0,
T17860,0,none,0.0,
T2586,0,none,0.0,
T172,0,none,0.0,
T20053,0,none,0.0035,
T23139,0,none,0.0054,
T30966,0,none,0.0,
T8971,0,none,0.0,
T45266,0,none,0.0395,
T26610,0,none,0.0541,
T6953,0,none,0.0,
T45445,0,none,0.0471,
T27822,0,none,0.0082,
T49127,0,none,0.0,
T31892,0,none,0.0514,
T25748,1,none,0.016,
T47960,0,none,0.0479,
T21103,0,none,0.0,
T14194,0,none,0.0318,
T28748,0,none,0.0,
T33057,0,none,0.0,
T17020,0,none,0.0159,
T47492,0,none,0.0,
T47343,0,none,0.0,
T24948,0,none,0.0,
T41735,0,account_takeover,0.7129,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;jailbroken_device;new_recipient
T43384,0,none,0.0071,
T15906,0,none,0.0345,
T35556,0,none,0.0564,
T11668,0,none,0.0,
T1482,0,none,0.0,
T9815,0,none,0.0126,
T16123,0,none,0.0271,
T20509,0,none,0.0403,
T12547,1,stolen_funding_instrument,0.5058,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T47240,0,none,0.0396,
T21712,0,none,0.0,
T21820,0,none,0.0428,
T4367,0,none,0.0,
T41921,1,stolen_funding_instrument,0.3536,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate
T13647,0,none,0.0565,
T11245,0,none,0.0,
T6824,0,none,0.0392,
T2343,0,none,0.0523,
T2970,0,account_takeover,0.4983,unrecognized_device_id;ip_location_mismatch;high_amount;new_recipient
T10174,0,none,0.0,
T5961,0,none,0.0226,
T19910,0,none,0.0388,
T20057,0,none,0.0188,
T7143,0,none,0.0369,
T8022,0,none,0.0,
T44482,0,none,0.0,
T22274,0,none,0.0,
T47620,0,none,0.0,
T40650,0,none,0.0214,
T26248,0,none,0.0,
T51379,0,none,0.0,
T37360,0,none,0.0559,
T13397,0,none,0.0365,
T45471,0,none,0.0,
T23081,0,none,0.0212,
T34631,0,none,0.0577,
T46537,1,stolen_funding_instrument,0.4318,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T24590,0,none,0.0312,
T35763,0,none,0.0331,
T12633,1,stolen_funding_instrument,0.4248,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T8656,0,none,0.0301,
T29055,0,none,0.0,
T32761,0,none,0.0488,
T15951,0,none,0.0572,
T13248,0,none,0.0402,
T52222,0,none,0.0,
T46622,0,none,0.0,
T25714,1,account_takeover,0.6312,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;dormant_account_reactivated;new_recipient;recent_password_change
T16625,0,none,0.051,
T4237,0,none,0.0141,
T25326,1,stolen_funding_instrument,0.4497,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T51404,0,none,0.0153,
T39425,0,none,0.0216,
T51226,0,none,0.0,
T13474,1,none,0.0347,
T10953,1,account_takeover,0.5283,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T14643,0,none,0.0,
T51513,0,none,0.0159,
T20713,0,none,0.0,
T15463,0,none,0.0,
T23579,0,none,0.0,
T16997,0,none,0.0015,
T31686,0,none,0.0,
T6540,0,none,0.0,
T38721,0,none,0.0576,
T8066,0,none,0.0178,
T47041,0,none,0.0,
T19316,0,account_takeover,0.4673,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;newly_linked_destination_bank
T52225,0,none,0.0,
T45602,1,stolen_funding_instrument,0.4238,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T17318,0,none,0.0139,
T34293,0,none,0.0557,
T22639,0,none,0.0,
T39824,1,none,0.0484,
T42243,0,none,0.0171,
T22721,0,none,0.0058,
T26634,0,none,0.0295,
T27965,0,none,0.0182,
T51504,0,none,0.0,
T9985,0,none,0.0,
T37713,0,none,0.0128,
T15380,0,none,0.0282,
T15569,0,none,0.0,
T5142,0,none,0.0527,
T45815,0,none,0.0508,
T29623,1,stolen_funding_instrument,0.4742,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T44401,0,none,0.0468,
T43872,0,none,0.0,
T34445,0,none,0.0136,
T43677,0,none,0.0,
T41409,0,none,0.0,
T50527,0,none,0.0572,
T51530,0,none,0.0,
T33388,0,none,0.0,
T38143,1,account_takeover,0.4451,unrecognized_device_id;ip_location_mismatch;high_amount;new_recipient
T27344,0,none,0.0,
T15575,0,none,0.0,
T16557,0,none,0.0017,
T9480,0,none,0.0429,
T47938,0,none,0.0,
T40454,0,none,0.0143,
T9466,0,none,0.0548,
T31018,0,none,0.0096,
T23150,0,none,0.0354,
T40657,0,none,0.0255,
T45179,0,none,0.0,
T33331,0,none,0.0117,
T5736,0,none,0.0,
T34974,0,none,0.0,
T17838,0,none,0.0007,
T4986,0,none,0.0,
T7253,0,none,0.0489,
T15911,0,none,0.0,
T17462,0,none,0.0147,
T24787,0,none,0.0428,
T17445,0,none,0.0,
T36562,0,none,0.026,
T31286,0,none,0.023,
T19169,0,none,0.0447,
T45315,0,none,0.0,
T1545,0,none,0.0,
T32449,0,none,0.0,
T36118,0,none,0.0,
T38341,0,none,0.0,
T37926,0,none,0.0,
T26887,0,stolen_funding_instrument,0.425,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T30917,0,none,0.0362,
T6076,0,none,0.0165,
T28036,0,none,0.0272,
T40813,0,none,0.0076,
T7124,0,none,0.0164,
T40773,0,none,0.0146,
T26707,0,none,0.0,
T22448,0,none,0.0103,
T31769,0,none,0.0,
T52886,0,none,0.0076,
T31797,1,none,0.0487,
T25914,0,none,0.0,
T4719,0,none,0.0,
T36522,0,none,0.0,
T2365,0,none,0.0,
T52271,0,none,0.0,
T20933,0,none,0.0351,
T17390,0,none,0.0,
T23884,0,none,0.0,
T51538,0,none,0.051,
T9127,0,none,0.0068,
T22655,1,none,0.0263,
T4445,0,none,0.0,
T33309,0,none,0.0,
T25534,0,none,0.041,
T42965,0,none,0.0028,
T5814,0,none,0.0,
T52198,0,none,0.0,
T2388,0,none,0.003,
T6942,0,none,0.0,
T46677,0,none,0.0,
T33692,0,none,0.0189,
T29743,0,none,0.0,
T5182,0,none,0.0123,
T35264,0,none,0.0,
T31633,0,none,0.0566,
T3201,0,none,0.0545,
T26260,0,none,0.0483,
T38123,0,stolen_funding_instrument,0.4312,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T50437,0,none,0.0533,
T32188,0,none,0.0,
T33616,0,none,0.0,
T25545,0,none,0.0272,
T24626,0,none,0.0075,
T48358,0,none,0.0,
T49861,0,none,0.0,
T35543,0,none,0.0428,
T7782,0,none,0.0189,
T20768,0,none,0.0,
T29358,0,none,0.0,
T12311,0,none,0.0,
T38089,0,none,0.0056,
T5505,0,none,0.011,
T2140,0,none,0.0275,
T41073,1,stolen_funding_instrument,0.4709,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T4564,0,none,0.0338,
T21500,0,none,0.0,
T17322,0,none,0.0,
T28463,0,none,0.0,
T1432,0,none,0.0409,
T49994,0,none,0.0,
T25240,0,none,0.0436,
T46385,0,none,0.0,
T52741,0,none,0.0,
T39144,0,none,0.0,
T39718,0,none,0.0522,
T34392,0,none,0.0452,
T40252,0,none,0.0274,
T12298,0,none,0.0513,
T19260,0,none,0.0543,
T34621,0,none,0.0091,
T41378,0,none,0.0223,
T15612,0,stolen_funding_instrument,0.5072,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T5656,0,none,0.0,
T10077,0,none,0.0,
T48652,0,none,0.0517,
T10086,0,none,0.0,
T38880,0,none,0.0524,
T35694,0,none,0.0099,
T52844,0,none,0.0551,
T4281,0,none,0.0,
T43262,0,account_takeover,0.6088,unrecognized_device_id;ip_location_mismatch;high_amount;dormant_account_reactivated;jailbroken_device;newly_linked_destination_bank;recent_password_change
T40003,0,none,0.0,
T32104,0,none,0.0,
T424,0,none,0.0566,
T10231,0,none,0.0166,
T1356,0,none,0.0,
T25985,0,none,0.0155,
T13520,0,none,0.0232,
T11712,0,none,0.047,
T10907,0,none,0.0,
T36354,0,stolen_funding_instrument,0.4434,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T36823,0,none,0.0338,
T30635,0,none,0.0,
T33325,0,none,0.0,
T48871,0,none,0.0,
T7954,0,none,0.0,
T17174,0,none,0.024,
T14505,0,none,0.0509,
T40308,0,none,0.0,
T47169,0,none,0.0019,
T21359,0,none,0.0,
T31796,0,none,0.0,
T17275,1,account_takeover,0.4227,unrecognized_device_id;ip_location_mismatch;high_amount;new_recipient
T52670,0,none,0.0,
T50143,0,stolen_funding_instrument,0.4729,newly_linked_funding_instrument;high_risk_purchase_category;elevated_amount;high_decline_rate;high_24h_velocity
T35900,1,account_takeover,0.533,unrecognized_device_id;ip_location_mismatch;high_amount;unusual_hour;new_recipient
T31955,0,none,0.0409,
T12002,0,none,0.051,
T44200,0,none,0.0,
T43457,0,none,0.0423,
T41152,0,none,0.0,
T38498,0,none,0.0,
T17637,0,none,0.0316,
T28135,0,none,0.0386,
T6725,0,none,0.0315,
T4795,0,none,0.033,
T29689,0,none,0.0049,
T47296,0,none,0.0566,
T5499,0,none,0.0319,
T28512,0,none,0.0258,
T21547,0,none,0.0,
T5831,0,none,0.03,
T43689,0,none,0.0154,
T14906,0,none,0.0,
T35732,0,none,0.0307,
T34806,0,none,0.0,
T21143,1,none,0.0335,
T13043,0,none,0.0,
T43093,0,none,0.0206,
T52676,0,none,0.0,
T50896,0,none,0.0,
T37834,0,none,0.0543,
T4512,0,none,0.0163,
T2888,0,none,0.0,
T30003,0,none,0.0161,
T2223,0,none,0.0,
T27915,0,none,0.0,
T52326,0,none,0.0488,
T20028,0,none,0.0,
T10854,0,none,0.0135,
T3010,0,none,0.0198,
T22392,0,none,0.0554,
T1450,1,account_takeover,0.4417,unrecognized_device_id;ip_location_mismatch;high_amount;jailbroken_device;newly_linked_destination_bank
T30327,0,none,0.0212,
T32290,0,none,0.0,
T14664,0,none,0.0,
T19960,0,none,0.0574,
T32968,0,none,0.0,
T27971,0,none,0.0514,
